app_id,review_count,positive_rate_rev,helpful_rate,avg_review_length
13200,126,0.7063492063492064,0.11904761904761904,459.92857142857144
13210,998,0.8707414829659319,0.15531062124248496,283.1943887775551
13230,944,0.9788135593220338,0.13771186440677965,262.833686440678
13240,917,0.9716466739367503,0.1504907306434024,283.51581243184296
13250,325,0.9507692307692308,0.1753846153846154,524.2307692307693
13500,191,0.8324607329842932,0.23036649214659685,459.3717277486911
13520,1162,0.8055077452667814,0.14543889845094665,444.29432013769366
13530,116,0.7068965517241379,0.19827586206896552,463.23275862068965
13540,150,0.7733333333333333,0.2,513.0333333333333
13560,379,0.8680738786279684,0.15303430079155672,406.81002638522426
13570,899,0.9299221357063404,0.12235817575083426,364.3403781979978
13580,246,0.3861788617886179,0.18292682926829268,520.0325203252032
13600,332,0.8614457831325302,0.09939759036144578,468.3885542168675
13620,15,0.9333333333333333,0.3333333333333333,610.6
1500,352,0.8039772727272727,0.056818181818181816,371.11079545454544
15000,70,0.4142857142857143,0.32857142857142857,486.8
15080,60,0.75,0.31666666666666665,336.78333333333336
1510,1072,0.9291044776119403,0.13619402985074627,349.4365671641791
15100,1934,0.8045501551189245,0.13236814891416754,495.0144777662875
15120,1361,0.8603967670830271,0.23585598824393827,285.63041880969877
15130,720,0.9069444444444444,0.08888888888888889,378.5125
15160,63,0.6984126984126984,0.49206349206349204,346.07936507936506
15170,274,0.8029197080291971,0.17518248175182483,337.036496350365
15190,223,0.8654708520179372,0.19282511210762332,528.5246636771301
1520,1284,0.8800623052959502,0.18847352024922118,238.41666666666666
15200,140,0.7214285714285714,0.18571428571428572,375.92857142857144
15210,240,0.8958333333333334,0.2,437.81666666666666
15230,30,0.4666666666666667,0.26666666666666666,568.4666666666667
15240,22,0.8181818181818182,0.45454545454545453,314.1818181818182
15270,87,0.8620689655172413,0.16091954022988506,650.3793103448276
1530,242,0.8801652892561983,0.1115702479338843,249.41735537190084
15300,248,0.967741935483871,0.22983870967741934,492.9032258064516
15310,43,0.7674418604651163,0.4186046511627907,440.3488372093023
15320,605,0.9305785123966942,0.1884297520661157,347.1702479338843
15370,108,0.9444444444444444,0.10185185185185185,257.80555555555554
15380,17,0.7058823529411765,0.23529411764705882,395.11764705882354
15390,309,0.889967637540453,0.12944983818770225,431.3527508090615
15400,69,0.782608695652174,0.028985507246376812,426.4927536231884
15500,358,0.7541899441340782,0.05307262569832402,392.5670391061453
15520,422,0.8293838862559242,0.04976303317535545,232.218009478673
15540,360,0.35833333333333334,0.10277777777777777,20.0
15560,519,0.791907514450867,0.07707129094412331,291.0674373795761
15620,2389,0.8660527417329427,0.06446211804102135,319.5776475512767
15700,880,0.8909090909090909,0.13295454545454546,272.35
15710,350,0.96,0.13142857142857142,285.6171428571429
15740,310,0.6870967741935484,0.10967741935483871,432.1290322580645
15750,503,0.8409542743538767,0.09542743538767395,442.8429423459244
15800,1,1.0,0.0,443.0
15900,26,0.8076923076923077,0.15384615384615385,642.3076923076923
15910,3,1.0,0.6666666666666666,379.0
15920,6,0.16666666666666666,0.5,262.0
15930,16,0.8125,0.1875,216.25
15950,27,0.7407407407407407,0.07407407407407407,305.962962962963
15960,33,0.7575757575757576,0.15151515151515152,287.5151515151515
15970,14,0.7142857142857143,0.07142857142857142,320.85714285714283
1600,88,0.7386363636363636,0.2159090909090909,377.97727272727275
16000,17,0.4117647058823529,0.8823529411764706,513.1176470588235
16020,10,0.7,0.1,442.9
16030,20,0.8,0.15,683.8
16040,9,0.6666666666666666,0.0,196.77777777777777
16060,16,0.6875,0.0625,373.6875
1610,86,0.8372093023255814,0.22093023255813954,498.66279069767444
16100,15,0.8,0.4,415.6666666666667
16110,7,0.8571428571428571,0.2857142857142857,143.14285714285714
16120,29,1.0,0.20689655172413793,405.62068965517244
16130,21,0.9047619047619048,0.5238095238095238,241.42857142857142
16180,22,0.7272727272727273,0.3181818181818182,179.72727272727272
16200,16,0.6875,0.3125,313.625
1630,110,0.7636363636363637,0.17272727272727273,363.4909090909091
16300,66,0.9545454545454546,0.015151515151515152,232.27272727272728
1640,200,0.69,0.135,372.26
16450,1445,0.8442906574394463,0.06920415224913495,424.3446366782007
16500,6,0.6666666666666666,0.5,770.3333333333334
16600,111,0.7927927927927928,0.08108108108108109,215.85585585585585
16620,22,0.6363636363636364,0.45454545454545453,267.90909090909093
16710,174,0.7011494252873564,0.14942528735632185,316.67816091954023
16720,755,0.5655629139072847,0.11390728476821192,447.2145695364238
16730,920,0.5010869565217392,0.0967391304347826,410.9217391304348
16810,196,0.7908163265306123,0.1683673469387755,339.08673469387753
1690,163,0.6625766871165644,0.12883435582822086,546.3006134969326
1700,222,0.8558558558558559,0.18468468468468469,588.4054054054054
17080,4263,0.8029556650246306,0.09218859957776214,215.57353976073188
17100,106,0.839622641509434,0.14150943396226415,466.75471698113205
17120,28,0.8214285714285714,0.2857142857142857,372.85714285714283
17140,87,0.7816091954022989,0.04597701149425287,317.3103448275862
17180,17,0.7647058823529411,0.29411764705882354,287.94117647058823
17300,2180,0.8220183486238533,0.12110091743119267,387.54816513761466
17330,504,0.8531746031746031,0.08333333333333333,364.45436507936506
17410,7662,0.883059253458627,0.08535630383711824,331.57830853563036
17430,674,0.6409495548961425,0.16913946587537093,326.97626112759644
17440,137,0.7956204379562044,0.3722627737226277,232.08759124087592
17450,1709,0.9215915740198947,0.09596255119953188,325.6559391456992
17460,4811,0.9451257534816047,0.08064851382249012,377.65724381625444
17470,3444,0.8696283391405343,0.07462253193960511,373.6910569105691
17480,1143,0.778652668416448,0.13385826771653545,283.090113735783
17570,1476,0.8760162601626016,0.23373983739837398,198.60162601626016
17580,496,0.8991935483870968,0.15725806451612903,234.96572580645162
17710,1024,0.8232421875,0.087890625,324.3876953125
17740,340,0.8764705882352941,0.17058823529411765,235.38529411764705
18000,304,0.8914473684210527,0.03289473684210526,288.41776315789474
18020,97,0.845360824742268,0.020618556701030927,249.61855670103094
18040,261,0.9310344827586207,0.09578544061302682,297.4712643678161
18050,79,0.8354430379746836,0.02531645569620253,247.126582278481
18070,112,0.7857142857142857,0.026785714285714284,382.25
18120,122,0.7950819672131147,0.040983606557377046,404.344262295082
1840,6781,0.9314260433564371,0.1631027871995281,147.64724966819054
18400,99,0.46464646464646464,0.25252525252525254,382.74747474747477
18420,35,0.8285714285714286,0.22857142857142856,383.54285714285714
18470,24,0.4166666666666667,0.625,392.1666666666667
18480,25,0.64,0.04,581.92
18500,2048,0.97607421875,0.02099609375,244.8662109375
18600,15,0.5333333333333333,0.13333333333333333,416.2
18700,640,0.64375,0.0328125,319.1890625
18820,45,0.9111111111111111,0.3111111111111111,402.15555555555557
1900,200,0.555,0.27,454.06
19000,258,0.5581395348837209,0.2558139534883721,572.5077519379845
19020,15,0.6,0.06666666666666667,592.0666666666667
19200,198,0.6919191919191919,0.15656565656565657,362.6212121212121
1930,1027,0.6212268743914313,0.20253164556962025,467.5034079844206
19320,8,0.625,0.125,734.125
19500,40,0.075,0.2,480.275
19680,3530,0.8592067988668555,0.062039660056657224,432.1841359773371
19800,100,0.9,0.16,398.32
19830,409,0.9315403422982885,0.2078239608801956,447.16136919315403
19900,2447,0.7809562729873314,0.1193297915815284,523.0850020433184
19930,78,0.7564102564102564,0.34615384615384615,283.2435897435897
19980,460,0.7391304347826086,0.0891304347826087,660.1565217391304
20,1538,0.8387516254876463,0.2483745123537061,212.89726918075422
200010,820,0.848780487804878,0.05609756097560976,377.8170731707317
200020,98,0.3469387755102041,0.2755102040816326,493.3265306122449
200050,80,0.3875,0.15,325.1125
200080,40,0.825,0.2,556.85
200130,120,0.8083333333333333,0.08333333333333333,432.65
200170,1470,0.8380952380952381,0.10476190476190476,185.52789115646257
200190,56,0.6428571428571429,0.05357142857142857,450.2142857142857
200210,12735,0.7974087161366313,0.07483313702394974,208.04381625441695
200230,183,0.6065573770491803,0.08743169398907104,309.8360655737705
200260,868,1.0,0.2269585253456221,529.3824884792626
200370,290,0.6,0.06551724137931035,390.6862068965517
200390,187,0.41711229946524064,0.053475935828877004,415.85561497326205
200410,58,0.4827586206896552,0.017241379310344827,449.5
200490,40,0.45,0.225,618.3
200510,19617,0.9491257582708875,0.05005862262323495,346.32400468980984
200550,81,0.38271604938271603,0.12345679012345678,428.51851851851853
200630,133,0.3308270676691729,0.22556390977443608,235.24812030075188
200670,68,0.4117647058823529,0.11764705882352941,293.02941176470586
200710,12651,0.947672120780966,0.04331673385503122,250.54390957236583
200900,3274,0.966707391569945,0.056811240073304826,303.9050091631032
200910,906,0.8830022075055187,0.03532008830022075,432.41169977924943
200940,932,0.9227467811158798,0.10515021459227468,439.7027896995708
200960,180,0.9611111111111111,0.1,580.1833333333333
200990,18,0.8333333333333334,0.16666666666666666,1064.888888888889
201000,13,0.9230769230769231,0.23076923076923078,733.6153846153846
201010,43,0.9069767441860465,0.2558139534883721,551.2093023255813
201040,93,0.34408602150537637,0.06451612903225806,397.55913978494624
201070,182,0.510989010989011,0.34065934065934067,332.02197802197804
201210,243,0.8518518518518519,0.09053497942386832,546.8230452674898
201230,640,0.7609375,0.159375,380.8703125
201290,348,0.8103448275862069,0.08908045977011494,268.51149425287355
201420,333,0.7837837837837838,0.16216216216216217,399.4924924924925
201480,243,0.4897119341563786,0.13580246913580246,367.37860082304525
201490,225,0.12,0.1511111111111111,352.3911111111111
201510,499,0.10220440881763528,0.30861723446893785,299.2565130260521
201570,841,0.7407847800237812,0.059453032104637336,274.36860879904873
201700,996,0.7329317269076305,0.09337349397590361,312.1927710843373
201790,139,0.9712230215827338,0.381294964028777,502.2517985611511
201810,11771,0.8955059043411775,0.08860759493670886,453.4087163367598
201830,728,0.6181318681318682,0.10576923076923077,576.1085164835165
201870,1522,0.8212877792378449,0.09461235216819974,417.5551905387648
20200,9,0.0,0.4444444444444444,133.33333333333334
202070,98,0.7959183673469388,0.3163265306122449,385.98979591836735
202130,185,0.41081081081081083,0.06486486486486487,455.7567567567568
